movie_id,movie_title
882,Men With Guns (1997)
883,Get Shorty (1995)
884,Trust (1990)
885,Sixteen Candles (1984)
886,Backdraft (1991)
887,Somewhere in Time (1980)
888,Seven Years in Tibet (1997)
889,"Hidden, The (1987)"
890,"River Runs Through It, A (1992)"
891,Turbulence (1997)
892,Tomorrow Never Dies (1997)
893,Private Parts (1997)
894,Crocodile Dundee (1986)
895,Safe (1995)
896,Extremities (1986)
897,Fluke (1995)
898,Little Women (1994)
899,Private Benjamin (1980)
900,Spanking the Monkey (1994)
901,Buffalo 66 (1998)
902,South Pacific (1958)
903,Carlito's Way (1993)
904,Pink Floyd - The Wall (1982)
905,Romance (1999)
906,My Crazy Life (Mi vida loca) (1993)
907,Washington Square (1997)
908,Soylent Green (1973)
909,"War, The (1994)"
910,Fried Green Tomatoes (1991)
911,"Karate Kid, The (1984)"
912,Mystery Science Theater 3000: The Movie (1996)
913,"Apple Dumpling Gang, The (1975)"
914,Breakfast at Tiffany's (1961)
915,"Philadelphia Story, The (1940)"
916,Star Wars: Episode I - The Phantom Menace (1999)
917,Dark City (1998)
918,Contact (1997)
919,Flight of the Navigator (1986)
920,No Escape (1994)
921,Spawn (1997)
922,Star Trek VI: The Undiscovered Country (1991)
923,"Fifth Element, The (1997)"
924,Sneakers (1992)
925,Star Trek: First Contact (1996)
926,Deep Impact (1998)
927,Star Trek: Generations (1994)
928,Back to the Future Part III (1990)
929,"Nutty Professor, The (1996)"
930,Robert A. Heinlein's The Puppet Masters (1994)
931,Bicentennial Man (1999)
932,Star Trek: Insurrection (1998)
933,Alien: Resurrection (1997)
934,Virtuosity (1995)
935,"Lost World: Jurassic Park, The (1997)"
936,Mimic (1997)
937,"Net, The (1995)"
938,Mars Attacks! (1996)
939,Lost in Space (1998)
940,Alien³ (1992)
941,Robocop 2 (1990)
942,Universal Soldier (1992)
943,Sphere (1998)
944,Highlander III: The Sorcerer (1994)
945,Event Horizon (1997)
946,"Honey, I Blew Up the Kid (1992)"
947,Lawnmower Man 2: Beyond Cyberspace (1996)
948,Junior (1994)
949,Barb Wire (1996)
950,Virus (1999)
951,Predator (1987)
952,Star Trek III: The Search for Spock (1984)
953,Tron (1982)
954,2010 (1984)
955,Night of the Comet (1984)
956,"Dark Crystal, The (1982)"
957,"Honey, I Shrunk the Kids (1989)"
958,Godzilla (Gojira) (1984)
959,Superman III (1983)
960,Three Colors: Blue (1993)
961,Immortal Beloved (1994)
962,Trainspotting (1996)
963,As Good As It Gets (1997)
964,"Truman Show, The (1998)"
965,"Grifters, The (1990)"
966,Higher Learning (1995)
967,"Crucible, The (1996)"
968,Donnie Brasco (1997)
969,Mr. Holland's Opus (1995)
970,JFK (1991)
971,Jungle Fever (1991)
972,Waiting to Exhale (1995)
973,"Time to Kill, A (1996)"
974,"General's Daughter, The (1999)"
975,Othello (1995)
976,"Horse Whisperer, The (1998)"
977,Scent of a Woman (1992)
978,Anna and the King (1999)
979,"Piano, The (1993)"
980,Wag the Dog (1997)
981,Lethal Weapon 4 (1998)
982,Don Juan DeMarco (1995)
983,Prefontaine (1997)
984,Nothing to Lose (1994)
985,Smilla's Sense of Snow (1997)
986,Dangerous Minds (1995)
987,Midnight in the Garden of Good and Evil (1997)
988,"Client, The (1994)"
989,Lethal Weapon 3 (1992)
990,Basquiat (1996)
991,"Parent Trap, The (1998)"
992,Sommersby (1993)
993,Interview with the Vampire (1994)
994,One Fine Day (1996)
995,Dead Presidents (1995)
996,"Chamber, The (1996)"
997,G.I. Jane (1997)
998,Robin Hood: Prince of Thieves (1991)
999,I Shot Andy Warhol (1996)
1000,"Man in the Iron Mask, The (1998)"
1001,Fear and Loathing in Las Vegas (1998)
1002,"Bodyguard, The (1992)"
1003,"Prince of Tides, The (1991)"
1004,Being Human (1993)
1005,Jack (1996)
1006,Free Willy (1993)
1007,Patch Adams (1998)
1008,"Postman, The (1997)"
1009,Mary Reilly (1996)
1010,Rocky V (1990)
1011,Free Willy 2: The Adventure Home (1995)
1012,Free Willy 3: The Rescue (1997)
1013,Dangerous Ground (1997)
1014,Wayne's World (1992)
1015,Austin Powers: International Man of Mystery (1997)
1016,"Addams Family, The (1991)"
1017,Mrs. Doubtfire (1993)
1018,In & Out (1997)
1019,Sabrina (1995)
1020,Grumpy Old Men (1993)
1021,"Wedding Singer, The (1998)"
1022,Pretty Woman (1990)
1023,White Men Can't Jump (1992)
1024,French Kiss (1995)
1025,Sleepless in Seattle (1993)
1026,"Truth About Cats & Dogs, The (1996)"
1027,Billy Madison (1995)
1028,Cool Runnings (1993)
1029,Speechless (1994)
1030,Loaded Weapon 1 (1993)
1031,Mouse Hunt (1997)
1032,Tommy Boy (1995)
1033,Father of the Bride Part II (1995)
1034,"First Wives Club, The (1996)"
1035,That Thing You Do! (1996)
1036,Gremlins 2: The New Batch (1990)
1037,Dumb & Dumber (1994)
1038,Bonfire of the Vanities (1990)
1039,Ace Ventura: Pet Detective (1994)
1040,"Outlaw, The (1943)"
1041,"Killing, The (1956)"
1042,Double Indemnity (1944)
1043,M (1931)
1044,"Big Sleep, The (1946)"
1045,"Apple Dumpling Gang Rides Again, The (1979)"
1046,Meteor (1979)
1047,"Run Silent, Run Deep (1958)"
1048,"Thomas Crown Affair, The (1999)"
1049,Full Metal Jacket (1987)
1050,"Untouchables, The (1987)"
1051,"Rock, The (1996)"
1052,Titanic (1953)
1053,Bonnie and Clyde (1967)
1054,Freaky Friday (1977)
1055,True Grit (1969)
1056,Hell in the Pacific (1968)
1057,"Parent Trap, The (1961)"
1058,"Candidate, The (1972)"
1059,Klute (1971)
1060,"Way We Were, The (1973)"
1061,Carnal Knowledge (1971)
1062,Airport (1970)
1063,Tommy (1975)
1064,"Towering Inferno, The (1974)"
1065,Duck Soup (1933)
1066,Local Hero (1983)
1067,Take the Money and Run (1969)
1068,"Ruling Class, The (1972)"
1069,Willy Wonka and the Chocolate Factory (1971)
1070,Lawrence of Arabia (1962)
1071,First Blood (1982)
1072,Conspiracy Theory (1997)
1073,House Arrest (1996)
1074,Shooting Fish (1997)
1075,"Pagemaster, The (1994)"
1076,"Love Bug, The (1969)"
1077,Sister Act 2: Back in the Habit (1993)
1078,Stuart Little (1999)
1079,Highlander (1986)
1080,Tom and Huck (1995)
1081,It Could Happen to You (1994)
1082,Ghost in the Shell (Kokaku kidotai) (1995)
1083,Heavy Metal (1981)
1084,"City of Lost Children, The (1995)"
1085,Logan's Run (1976)
1086,"Lord of the Rings, The (1978)"
1087,Independence Day (ID4) (1996)
1088,Stargate (1994)
1089,Starship Troopers (1997)
1090,Star Trek: The Motion Picture (1979)
1091,Species (1995)
1092,Spaceballs (1987)
1093,"Rocketeer, The (1991)"
1094,My Science Project (1985)
1095,Judge Dredd (1995)
1096,Armageddon (1998)
1097,"Lawnmower Man, The (1992)"
1098,Demolition Man (1993)
1099,"Black Hole, The (1979)"
1100,Robocop 3 (1993)
1101,Howard the Duck (1986)
1102,Super Mario Bros. (1993)
1103,Hercules (1997)
1104,Rocky II (1979)
1105,Breathless (1983)
1106,"Lords of Flatbush, The (1974)"
1107,Mr. Mom (1983)
1108,"Postman Always Rings Twice, The (1981)"
1109,U.S. Marshalls (1998)
1110,Die Hard: With a Vengeance (1995)
1111,"Siege, The (1998)"
1112,Hackers (1995)
1113,Dante's Peak (1997)
1114,Ben-Hur (1959)
1115,Willow (1988)
1116,Drop Zone (1994)
1117,Supercop (1992)
1118,Heaven & Earth (1993)
1119,Jackie Chan's First Strike (1996)
1120,Adventures in Babysitting (1987)
1121,U-571 (2000)
1122,Outbreak (1995)
1123,GoldenEye (1995)
1124,Escape from the Planet of the Apes (1971)
1125,Godzilla (Gojira) (1954)
1126,Westworld (1973)
1127,"Rocky Horror Picture Show, The (1975)"
1128,Bride of the Monster (1956)
1129,"Stepford Wives, The (1975)"
1130,"Blob, The (1958)"
1131,Body Snatchers (1993)
1132,Plan 9 from Outer Space (1958)
1133,Barbarella (1968)
1134,"Mirror Has Two Faces, The (1996)"
1135,Unforgiven (1992)
1136,"Story of Us, The (1999)"
1137,Runaway Bride (1999)
1138,"Nightmare on Elm Street, A (1984)"
1139,Swamp Thing (1982)
1140,"Fog, The (1980)"
1141,Cat's Eye (1985)
1142,Christine (1983)
1143,April Fool's Day (1986)
1144,"Nightmare on Elm Street 3: Dream Warriors, A (1987)"
1145,House (1986)
1146,Jaws 3-D (1983)
1147,"Nightmare on Elm Street 5: The Dream Child, A (1989)"
1148,"Nightmare on Elm Street 4: The Dream Master, A (1988)"
1149,Poltergeist II: The Other Side (1986)
1150,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)"
1151,Halloween II (1981)
1152,Halloween 5: The Revenge of Michael Myers (1989)
1153,Deadly Friend (1986)
1154,Halloween 4: The Return of Michael Myers (1988)
1155,Friday the 13th Part VII: The New Blood (1988)
1156,Children of the Corn (1984)
1157,"Texas Chainsaw Massacre 2, The (1986)"
1158,Friday the 13th Part V: A New Beginning (1985)
1159,Friday the 13th Part 3: 3D (1982)
1160,Hello Mary Lou: Prom Night II (1987)
1161,Amityville II: The Possession (1982)
1162,Friday the 13th Part VI: Jason Lives (1986)
1163,Friday the 13th Part VIII: Jason Takes Manhattan (1989)
1164,Prom Night (1980)
1165,Friday the 13th: The Final Chapter (1984)
1166,Braindead (1992)
1167,"Devil's Advocate, The (1997)"
1168,From Dusk Till Dawn (1996)
1169,Jacob's Ladder (1990)
1170,"Mummy, The (1999)"
1171,"Craft, The (1996)"
1172,Scream 2 (1997)
1173,Urban Legend (1998)
1174,Buffy the Vampire Slayer (1992)
1175,Night Flier (1997)
1176,Vampires (1998)
1177,Mary Shelley's Frankenstein (1994)
1178,Serial Mom (1994)
1179,I Know What You Did Last Summer (1997)
1180,"Dark Half, The (1993)"
1181,Psycho (1998)
1182,Halloween: H20 (1998)
1183,"Addiction, The (1995)"
1184,Lord of Illusions (1995)
1185,"Exorcist III, The (1990)"
1186,Candyman (1992)
1187,Ever After: A Cinderella Story (1998)
1188,Far and Away (1992)
1189,Playing by Heart (1998)
1190,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
1191,My Best Friend's Wedding (1997)
1192,Defending Your Life (1991)
1193,William Shakespeare's Romeo and Juliet (1996)
1194,So I Married an Axe Murderer (1993)
1195,Ghost (1990)
1196,Phenomenon (1996)
1197,"Bridges of Madison County, The (1995)"
1198,What Dreams May Come (1998)
1199,Tin Cup (1996)
1200,Barcelona (1994)
1201,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)"
1202,"Crow, The (1994)"
1203,You've Got Mail (1998)
1204,"Incredibly True Adventure of Two Girls in Love, The (1995)"
1205,Circle of Friends (1995)
1206,Blast from the Past (1999)
1207,Legends of the Fall (1994)
1208,Addicted to Love (1997)
1209,"MatchMaker, The (1997)"
1210,Benny & Joon (1993)
1211,Up Close and Personal (1996)
1212,"Object of My Affection, The (1998)"
1213,Picture Perfect (1997)
1214,Mrs. Winterbourne (1996)
1215,Forget Paris (1995)
1216,Forever Young (1992)
1217,Threesome (1994)
1218,Fools Rush In (1997)
1219,Only You (1994)
1220,Grumpier Old Men (1995)
1221,Six Days Seven Nights (1998)
1222,Twister (1996)
1223,"Walk in the Clouds, A (1995)"
1224,Moonlight and Valentino (1995)
1225,"Butcher's Wife, The (1991)"
1226,"Favor, The (1994)"
1227,First Knight (1995)
1228,Something to Talk About (1995)
1229,Singles (1992)
1230,Practical Magic (1998)
1231,Mr. Wonderful (1993)
1232,Dying Young (1991)
1233,"Saint, The (1997)"
1234,Mad Love (1995)
1235,Two if by Sea (1996)
1236,Better Than Chocolate (1999)
1237,"Kid in King Arthur's Court, A (1995)"
1238,Cutthroat Island (1995)
1239,Boxing Helena (1993)
1240,Speed 2: Cruise Control (1997)
1241,Crash (1996)
1242,Suicide Kings (1997)
1243,My Tutor (1983)
1244,Boys on the Side (1995)
1245,"Night to Remember, A (1958)"
1246,Clear and Present Danger (1994)
1247,Romancing the Stone (1984)
1248,Live and Let Die (1973)
1249,"Negotiator, The (1998)"
1250,Malice (1993)
1251,True Lies (1994)
1252,"Long Kiss Goodnight, The (1996)"
1253,Indiana Jones and the Temple of Doom (1984)
1254,Con Air (1997)
1255,Red Dawn (1984)
1256,Bloodsport (1988)
1257,Air Force One (1997)
1258,Mission: Impossible (1996)
1259,"Mask of Zorro, The (1998)"
1260,Bad Boys (1995)
1261,Licence to Kill (1989)
1262,Executive Decision (1996)
1263,Heartbreak Ridge (1986)
1264,"Quick and the Dead, The (1995)"
1265,Under Siege (1992)
1266,Dragonheart (1996)
1267,Single White Female (1992)
1268,"Jackal, The (1997)"
1269,"Three Musketeers, The (1993)"
1270,Young Guns II (1990)
1271,Eraser (1996)
1272,Cliffhanger (1993)
1273,"Getaway, The (1994)"
1274,Mercury Rising (1998)
1275,"Devil's Own, The (1997)"
1276,Days of Thunder (1990)
1277,"Replacement Killers, The (1998)"
1278,"Peacemaker, The (1997)"
1279,Timecop (1994)
1280,Hot Shots! Part Deux (1993)
1281,Snake Eyes (1998)
1282,Judgment Night (1993)
1283,Hard Target (1993)
1284,Fair Game (1995)
1285,"Specialist, The (1994)"
1286,Last Action Hero (1993)
1287,Johnny Mnemonic (1995)
1288,Mortal Kombat (1995)
1289,Under Siege 2: Dark Territory (1995)
1290,George of the Jungle (1997)
1291,She-Devil (1989)
1292,Ferris Bueller's Day Off (1986)
1293,Hoosiers (1986)
1294,Fletch (1985)
1295,"Confessional, The (Le Confessionnal) (1995)"
1296,Night Shift (1982)
1297,Caligula (1980)
1298,"Barefoot Executive, The (1971)"
1299,High Plains Drifter (1972)
1300,Top Gun (1986)
1301,"Ghost and the Darkness, The (1996)"
1302,Alice in Wonderland (1951)
1303,Delicatessen (1991)
1304,"Murder, My Sweet (1944)"
1305,Shadow of a Doubt (1943)
1306,Captain Horatio Hornblower (1951)
1307,"Frighteners, The (1996)"
1308,Batman & Robin (1997)
1309,Rudy (1993)
1310,When a Man Loves a Woman (1994)
1311,Addams Family Values (1993)
1312,Back to School (1986)
1313,Volunteers (1985)
1314,Outrageous Fortune (1987)
1315,Blue Streak (1999)
1316,Operation Condor 2 (Longxiong hudi) (1990)
1317,Rumble in the Bronx (1995)
1318,"Edge, The (1997)"
1319,Andre (1994)
1320,Batman Returns (1992)
1321,"Iron Giant, The (1999)"
1322,Inspector Gadget (1999)
1323,Falling Down (1993)
1324,"Presidio, The (1988)"
1325,Natural Born Killers (1994)
1326,Last Man Standing (1996)
1327,Death Wish (1974)
1328,Broken Arrow (1996)
1329,Waterworld (1995)
1330,Escape from L.A. (1996)
1331,Fire Down Below (1997)
1332,Battle for the Planet of the Apes (1973)
1333,Marked for Death (1990)
1334,Anaconda (1997)
1335,Congo (1995)
1336,"Birdcage, The (1996)"
1337,"Autumn Tale, An (Conte d'automne) (1998)"
1338,"Glimmer Man, The (1996)"
1339,Allan Quartermain and the Lost City of Gold (1987)
1340,Return to Me (2000)
1341,"Whole Nine Yards, The (2000)"
1342,Mr. Smith Goes to Washington (1939)
1343,Force 10 from Navarone (1978)
1344,Born Yesterday (1950)
1345,"Affair to Remember, An (1957)"
1346,"Indian in the Cupboard, The (1995)"
1347,Airport '77 (1977)
1348,My Life So Far (1999)
1349,Mumford (1999)
1350,"Muse, The (1999)"
1351,McCabe & Mrs. Miller (1971)
1352,Once Upon a Time in the West (1969)
1353,High Noon (1952)
1354,Hang 'em High (1967)
1355,"Davy Crockett, King of the Wild Frontier (1955)"
1356,Angel and the Badman (1947)
1357,Maverick (1994)
1358,Young Guns (1988)
1359,City Slickers II: The Legend of Curly's Gold (1994)
1360,Bad Girls (1994)
1361,Three Amigos! (1986)
1362,"Princess Mononoke, The (Mononoke Hime) (1997)"
1363,Thunderball (1965)
1364,Desperado (1995)
1365,Runaway Train (1985)
1366,"World Is Not Enough, The (1999)"
1367,Breakdown (1997)
1368,Blues Brothers 2000 (1998)
1369,King Kong (1976)
1370,52 Pick-Up (1986)
1371,"Golden Child, The (1986)"
1372,Dick Tracy (1990)
1373,Batman Forever (1995)
1374,Jumpin' Jack Flash (1986)
1375,Toys (1992)
1376,Beverly Hills Cop III (1994)
1377,"Good Man in Africa, A (1994)"
1378,Kull the Conqueror (1997)
1379,Superman IV: The Quest for Peace (1987)
1380,Tank Girl (1995)
1381,"Great Escape, The (1963)"
1382,Fitzcarraldo (1982)
1383,"Secret of Roan Inish, The (1994)"
1384,Easy Rider (1969)
1385,"7th Voyage of Sinbad, The (1958)"
1386,Ladyhawke (1985)
1387,Doctor Dolittle (1967)
1388,Medicine Man (1992)
1389,Casper (1995)
1390,"Old Man and the Sea, The (1958)"
1391,"Jewel of the Nile, The (1985)"
1392,"Phantom, The (1996)"
1393,Hook (1991)
1394,Popeye (1980)
1395,Darby O'Gill and the Little People (1959)
1396,"Blue Lagoon, The (1980)"
1397,Beauty and the Beast (1991)
1398,"Sword in the Stone, The (1963)"
1399,"Absent Minded Professor, The (1961)"
1400,Labyrinth (1986)
1401,101 Dalmatians (1996)
1402,Home Alone (1990)
1403,"Mighty Ducks, The (1992)"
1404,"Shaggy Dog, The (1959)"
1405,Son of Flubber (1963)
1406,Flubber (1997)
1407,Home Alone 2: Lost in New York (1992)
1408,Something for Everyone (1970)
1409,"Long Goodbye, The (1973)"
1410,"Thomas Crown Affair, The (1968)"
1411,Devil in a Blue Dress (1995)
1412,Body Heat (1981)
1413,"General, The (1998)"
1414,Dead Men Don't Wear Plaid (1982)
1415,Twilight (1998)
1416,"Godfather: Part III, The (1990)"
1417,Things to Do in Denver when You're Dead (1995)
1418,Sister Act (1992)
1419,Very Bad Things (1998)
1420,Striptease (1996)
1421,Mulholland Falls (1996)
1422,All About My Mother (Todo Sobre Mi Madre) (1999)
1423,"Palm Beach Story, The (1942)"
1424,Say Anything... (1989)
1425,To Be or Not to Be (1942)
1426,Tom Jones (1963)
1427,Sullivan's Travels (1942)
1428,Ninotchka (1939)
1429,Mighty Aphrodite (1995)
1430,"Big Chill, The (1983)"
1431,"Castle, The (1997)"
1432,Houseguest (1994)
1433,Manhattan Murder Mystery (1993)
1434,Made in America (1993)
1435,Drop Dead Gorgeous (1999)
1436,Airheads (1994)
1437,Love in the Afternoon (1957)
1438,Girl 6 (1996)
1439,My Chauffeur (1986)
1440,Stardust Memories (1980)
1441,Zero Effect (1998)
1442,Heaven Can Wait (1978)
1443,Brassed Off (1996)
1444,"Dinner Game, The (Le Dîner de cons) (1998)"
1445,"Nutty Professor, The (1963)"
1446,Blue in the Face (1995)
1447,Guess Who's Coming to Dinner (1967)
1448,Pretty in Pink (1986)
1449,One Crazy Summer (1986)
1450,Emma (1996)
1451,8 Heads in a Duffel Bag (1997)
1452,"Impostors, The (1998)"
1453,Scrooged (1988)
1454,Married to the Mob (1988)
1455,Liar Liar (1997)
1456,"Goodbye Girl, The (1977)"
1457,North Dallas Forty (1979)
1458,Max Dugan Returns (1983)
1459,Analyze This (1999)
1460,Reality Bites (1994)
1461,Barefoot in the Park (1967)
1462,EDtv (1999)
1463,Celebrity (1998)
1464,"Distinguished Gentleman, The (1992)"
1465,Forces of Nature (1999)
1466,About Last Night... (1986)
1467,"Paper, The (1994)"
1468,Peggy Sue Got Married (1986)
1469,"Raven, The (1963)"
1470,"House of Yes, The (1997)"
1471,Fletch Lives (1989)
1472,"'burbs, The (1989)"
1473,"American Werewolf in Paris, An (1997)"
1474,Amos & Andrew (1993)
1475,Sirens (1994)
1476,Peter's Friends (1992)
1477,Michael (1996)
1478,Funny Farm (1988)
1479,Gung Ho (1986)
1480,Rocket Man (1997)
1481,Nadine (1987)
1482,Robin Hood: Men in Tights (1993)
1483,"Money Pit, The (1986)"
1484,Clue (1985)
1485,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)
1486,And God Created Woman (1988)
1487,Vegas Vacation (1997)
1488,"Happy, Texas (1999)"
1489,Ready to Wear (Pret-A-Porter) (1994)
1490,Blame It on Rio (1984)
1491,Home Fries (1998)
1492,Soul Man (1986)
1493,Drop Dead Fred (1991)
1494,Ace Ventura: When Nature Calls (1995)
1495,Grease 2 (1982)
1496,"Beverly Hillbillies, The (1993)"
1497,Rosetta (1999)
1498,Four Days in September (1997)
1499,Nights of Cabiria (Le Notti di Cabiria) (1957)
1500,"Mighty, The (1998)"
1501,Normal Life (1996)
1502,Topsy-Turvy (1999)
1503,Picnic at Hanging Rock (1975)
1504,"Great Santini, The (1979)"
1505,All the King's Men (1949)
1506,"Sex, Lies, and Videotape (1989)"
1507,"Man and a Woman, A (Un Homme et une Femme) (1966)"
1508,Hamlet (1996)
1509,My Favorite Season (1993)
1510,Desert Bloom (1986)
1511,It's a Wonderful Life (1946)
1512,Lost Horizon (1937)
1513,Naked (1993)
1514,Live Flesh (1997)
1515,Miracle on 34th Street (1947)
1516,Lifeboat (1944)
1517,Picnic (1955)
1518,Eve's Bayou (1997)
1519,Amistad (1997)
1520,Never Cry Wolf (1983)
1521,Miller's Crossing (1990)
1522,Exotica (1994)
1523,"Hate (Haine, La) (1995)"
1524,Meet John Doe (1941)
1525,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998)
1526,"Wings of the Dove, The (1997)"
1527,Field of Dreams (1989)
1528,"Last Days of Disco, The (1998)"
1529,"Fox and the Hound, The (1981)"
1530,Fathers' Day (1997)
1531,"Few Good Men, A (1992)"
1532,Solaris (Solyaris) (1972)
1533,Saboteur (1942)
1534,"Third Man, The (1949)"
1535,"Taking of Pelham One Two Three, The (1974)"
1536,When We Were Kings (1996)
1537,In the Realm of the Senses (Ai no corrida) (1976)
1538,"Incredible Journey, The (1963)"
1539,"Flintstones, The (1994)"
1540,Music of the Heart (1999)
1541,Trick (1999)
1542,Superstar (1999)
1543,Tumbleweeds (1999)
1544,"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)"
1545,"Girl, Interrupted (1999)"
1546,"Sound of Music, The (1965)"
1547,"Rainmaker, The (1997)"
1548,Rambo III (1988)
1549,Down to You (2000)
1550,"Trial, The (Le Procès) (1963)"
1551,Pather Panchali (1955)
1552,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)"
1553,Flawless (1999)
1554,"Tigger Movie, The (2000)"
1555,Bandits (1997)
1556,Orlando (1993)
1557,When the Cats Away (Chacun cherche son chat) (1996)
1558,Mission: Impossible 2 (2000)
1559,Gladiator (2000)
1560,SLC Punk! (1998)
1561,Gypsy (1962)
1562,"Sheltering Sky, The (1990)"
1563,Wolf (1994)
1564,Kalifornia (1993)
1565,Outside Providence (1999)
1566,"Adventures of Sebastian Cole, The (1998)"
1567,"Limey, The (1999)"
1568,Fight Club (1999)
1569,"Adventures of Pinocchio, The (1996)"
1570,Poltergeist III (1988)
1571,Return from Witch Mountain (1978)
1572,Coneheads (1993)
1573,Deep Rising (1998)
1574,Beneath the Planet of the Apes (1970)
1575,Jeremiah Johnson (1972)
1576,"Misérables, Les (1995)"
1577,"Exorcist, The (1973)"
1578,"Misérables, Les (1998)"
1579,Police Academy 6: City Under Siege (1989)
1580,And Now for Something Completely Different (1971)
1581,Running Scared (1986)
1582,Holiday Inn (1942)
1583,Roommates (1995)
1584,Happy Gilmore (1996)
1585,Meatballs (1979)
1586,Friday (1995)
1587,"Santa Clause, The (1994)"
1588,Clean Slate (1994)
1589,Black Sheep (1996)
1590,My Fellow Americans (1996)
1591,Radioland Murders (1994)
1592,Life (1999)
1593,"River Wild, The (1994)"
1594,"Low Down Dirty Shame, A (1994)"
1595,Money Train (1995)
1596,Hard Rain (1998)
1597,Bulletproof (1996)
1598,Jaws 2 (1978)
1599,Iron Eagle (1986)
1600,Red Sonja (1985)
1601,Teenage Mutant Ninja Turtles III (1993)
1602,Mortal Kombat: Annihilation (1997)
1603,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
1604,Tora! Tora! Tora! (1970)
1605,"Perfect Murder, A (1998)"
1606,Ponette (1996)
1607,Rounders (1998)
1608,Ransom (1996)
1609,Margaret's Museum (1995)
1610,Disclosure (1994)
1611,Indecent Proposal (1993)
1612,How Stella Got Her Groove Back (1998)
1613,City of Angels (1998)
1614,Some Kind of Wonderful (1987)
1615,Meet Joe Black (1998)
1616,"Sandpiper, The (1965)"
1617,Legend (1985)
1618,Hugo Pool (1997)
1619,To Gillian on Her 37th Birthday (1996)
1620,Overnight Delivery (1996)
1621,Cronos (1992)
1622,"Birds, The (1963)"
1623,Halloween (1978)
1624,Tales from the Crypt Presents: Bordello of Blood (1996)
1625,"Masque of the Red Death, The (1964)"
1626,"Relic, The (1997)"
1627,Thinner (1996)
1628,"Howling, The (1980)"
1629,Children of the Damned (1963)
1630,Burnt Offerings (1976)
1631,Pit and the Pendulum (1961)
1632,Tales From the Crypt Presents: Demon Knight (1995)
1633,Tales from the Hood (1995)
1634,"Amityville Horror, The (1979)"
1635,"Texas Chainsaw Massacre, The (1974)"
1636,House on Haunted Hill (1958)
1637,Castle Freak (1995)
1638,Cat People (1982)
1639,House II: The Second Story (1987)
1640,Cujo (1983)
1641,Carnosaur (1993)
1642,Hellraiser: Bloodline (1996)
1643,Piranha (1978)
1644,I Still Know What You Did Last Summer (1998)
1645,"Gate, The (1987)"
1646,Attack of the Killer Tomatoes! (1980)
1647,Graveyard Shift (1990)
1648,Carnosaur 2 (1995)
1649,Maximum Overdrive (1986)
1650,Mighty Joe Young (1949)
1651,Quest for Fire (1981)
1652,Soldier (1998)
1653,"Emerald Forest, The (1985)"
1654,"Charlie, the Lonesome Cougar (1967)"
1655,Chain Reaction (1996)
1656,Beyond the Poseidon Adventure (1979)
1657,Saturn 3 (1979)
1658,"Avengers, The (1998)"
1659,"Soldier's Daughter Never Cries, A (1998)"
1660,"Other Sister, The (1999)"
1661,"Corrina, Corrina (1994)"
1662,How to Make an American Quilt (1995)
1663,"Jungle Book, The (1994)"
1664,"NeverEnding Story, The (1984)"
1665,Jumanji (1995)
1666,"NeverEnding Story II: The Next Chapter, The (1990)"
1667,Shiloh (1997)
1668,"Little Princess, The (1939)"
1669,"Jungle Book, The (1967)"
1670,Anastasia (1997)
1671,"Tingler, The (1959)"
1672,Needful Things (1993)
1673,Beavis and Butt-head Do America (1996)
1674,"Return of Jafar, The (1993)"
1675,"Goonies, The (1985)"
1676,"Secret of NIMH, The (1982)"
1677,"Black Cauldron, The (1985)"
1678,Hero (1992)
1679,Tie Me Up! Tie Me Down! (1990)
1680,Some Folks Call It a Sling Blade (1993)
1681,Glengarry Glen Ross (1992)
1682,"Age of Innocence, The (1993)"
1683,Where Eagles Dare (1969)
1684,Crimson Tide (1995)
1685,Courage Under Fire (1996)
1686,Swing Kids (1993)
1687,Tombstone (1993)
1688,Wyatt Earp (1994)
1689,Kiss the Girls (1997)
1690,City of Industry (1997)
1691,"Newton Boys, The (1998)"
1692,Copycat (1995)
1693,Someone to Watch Over Me (1987)
1694,Bound for Glory (1976)
1695,How Green Was My Valley (1941)
1696,Metroland (1997)
1697,Telling Lies in America (1997)
1698,Paradise Road (1997)
1699,Return to Paradise (1998)
1700,Paths of Glory (1957)
1701,Henry V (1989)
1702,"Great Day in Harlem, A (1994)"
1703,"Last Days, The (1998)"
1704,Out of the Past (1947)
1705,"Wrong Man, The (1956)"
1706,Mad Max 2 (a.k.a. The Road Warrior) (1981)
1707,Mad Max (1979)
1708,"Brother from Another Planet, The (1984)"
1709,"Conversation, The (1974)"
1710,"Longest Day, The (1962)"
1711,Shane (1953)
1712,Kelly's Heroes (1970)
1713,Breaker Morant (1980)
1714,Interiors (1978)
1715,What About Bob? (1991)
1716,Two Women (La Ciociara) (1961)
1717,Stalingrad (1993)
1718,"Devil's Brigade, The (1968)"
1719,Beyond Rangoon (1995)
1720,Coming Home (1978)
1721,Flying Tigers (1942)
